note_count,primary_tag,secondary_tags,blog_name,post_body,date
0,Palestine,['free palestine'  'gaza'  'free gaza'  'gaza genocide'  'rafah'  'genocide'  'current events'  'donation links'  'reblog this reblog this reblog this please thanks'  'please help'  'youtube'],b-u-u-g-s,About €3000 to go!! 🥰 #smallbusiness #soapmaker #rainbow #rose #soap #s…,2024-07-11 10:49:22 GMT
258,Palestine,['israel'  'gaza'  'i stand with israel'  'hamas'  'antisemitism'  'free palestine from hamas'  'jumblr'  'hamas is isis'  'hamas is a terrorist organization'  'hamas israel war'  'hamas is evil'],luckyducky40,Pro-Palestinians always blame Israel for cruelty against Arab children. But I have never seen any accusations or protests in the West about how Hamas uses Palestinian children. Here’s some good examples,2024-07-11 10:46:15 GMT
1,Palestine,['free gaza'  'free palestine 🇵🇸'  'gaza'  'humanitarian aid'  'arab.org'],ajatheoleander12,There are people in the world that insist boycotts don’t work and then keep on defending free market Capitalism. Like how is it not clicking?     Keep on boycotting!!!! And speaking of clicking don’t forget to click:  Help Palestinian refugees with a Click,2024-07-11 10:44:12 GMT
176,Palestine,['genocide'  'srebrenica'  'bosnia'  'gaza'  'uyghurs'  'rohingya'  'sudan'  'muslim'  'islam'  'duaa'],lubetulayyn,When it comes to the massacre of Muslims the international system does not move a finger Whatever happened in Srebrenica 29 years ago the same thing is happening in Gaza today..     Ya Allah save all the Muslims of the world give our martyrs the most beautiful place in Jannah ya Rabbi 🤲🏻,2024-07-11 10:43:06 GMT
1,Palestine,['free palestine'  'signal boost'  'free gaza'  'gaza'  'aid'  'rafah'  'save rafah'  'palestine gfm'  'olympics 2024'],watermelon-rising,Donate to Salem needs help evacuating from Gaza organized by Malak Abdel-Motalab  Share and Donate,2024-07-11 11:59:26 GMT
2,Palestine,['palestina'  'free palestine'  'pro palestine'  'boycott israel'  'anti israel'  'fuck israel'  'israel is a terrorist state'  'israel war crimes'  'israeli occupation'  'stop israel'  'israel'  'capitalism'  'fuck capitalism'  'end capitalism'  'anti capitalism'],gryficowa,First of all I bought a smartphone (with my mother) the minus is that it’s Xiaomi the only positive thing is that it’s an older model but you understand… It sucks especially for someone who supports Palestine although looking at the condition of the screen ( with streaks) it’s probably a used phone not a brand new one because honestly I don’t need newer phone models (And using my mother’s phone doesn’t work well because you know it’s my mother’s phone so when I have to enter the code to access the account my mother’s phone must be with me)  Well I messed up first I almost bought something from Nestle (I didn’t sleep at night) and then I replaced it and it turned out that the ice cream I bought was also on the boycott list (Actually I don’t even know if there was any ice cream in the freezer at all supporting a war criminal)  Eh… That’s what it all looks like :/,2024-07-11 11:57:05 GMT
0,Palestine,['free palestine'  'fuck israel'  'gaza'  'freepalastine🇵🇸'  'free gaza'  'gazaunderattack'  'ceasefire'  'instagram'],monachopsis-people,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Wissam Nassar (@wissamgaza),2024-07-11 11:48:54 GMT
1,Palestine,['gaza'  'israelterrorist'  'israel is committing genocide'  'genocide'  'israeli apartheid'  'boycott israel'  'israel crimes'  'athelete'  'horror'  'disability'  'psychological torture'  'torture'  'instagram'],believeroftheunseen,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Palestine Pixel (@palestine.pixel)  Before and after of our dear brother Moazaz Abayet who was a Palestinian athlete. May Allah grant him full and complete recovery ameen!,2024-07-11 11:48:46 GMT
0,Palestine,['free palestine'  'from the river to the sea palestine will be free'  'ceasefire now'  'gaza'  'israeli occupation'  'free gaza'  'eyes on gaza'  'eyes on rafah'  'ceasefire'  'youtube'],ey3bags,…,2024-07-11 12:47:46 GMT
4,Palestine,['free palestine'  'gaza'  'from the river to the sea palestine will be free'  'israeli occupation'  'free gaza'  'ceasefire now'  'eyes on gaza'  'eyes on rafah'  'ceasefire'  'youtube'],ey3bags,No human being with a heart that is not dead would allow young children to suffer like this.,2024-07-11 12:41:55 GMT
21,Palestine,['free gaza'  'free palestine'  'genocide'  'gaza genocide'  'palestine genocide'  'palestinian genocide'  'fuck israel'  'fuck isntreal'],bolt-x0,I see a lot of posts about ‘Israel’ making Palestine green after they colonized it and that Palestine was just some desert but 1) that’s not true Palestine has been green and 2) it’s typically not a good thing to make a desert green. Would you make a jungle into a frozen tundra? No. Would you make a deciduous forest into a savanna? No. Deserts are not some wasteland that cannot bear life. In fact they carry so much that’s vital to the people and animals that inhabit it.  I am begging people to understand how important deserts are. I am begging them to understand deserts are not wastelands.,2024-07-11 13:57:18 GMT
0,Palestine,['free palestine'  'from the river to the sea palestine will be free'  'gaza'  'free gaza'  'israeli occupation'  'ceasefire now'  'eyes on gaza'  'eyes on rafah'  'ceasefire'  'youtube'],ey3bags,“The airdrop adventure was not an easy one.”,2024-07-11 13:56:54 GMT
14,Palestine,['digital painting'  'illustration'  'watermelon'  'gaza'  'pcrf'  'charity'  'donation'  'fundraiser'],asparrowdraws,Digital painting of watermelon slices on a white background.   Please reblog!  I’m selling this print on my INPRNT site and 100% of the profits will be donated to the Palestine Children’s Relief Fund (PCRF).,2024-07-11 13:55:45 GMT
1,Palestine,['israel'  'gaza'],theivorybilledwoodpecker,60 Bodies Recovered From Shujayea,2024-07-11 13:54:32 GMT
172,Palestine,['free palestine'  'gaza'  'free gaza'  'rafah'  'free rafah'  'all eyes on rafah'  'save rafah'  'save gaza'  'save palestine'  'from the river to the sea palestine will be free'  'palestine fundraiser'  'gaza fundraiser'  'palestine aid'  'gaza aid'  'aid for palestine'  'aid for gaza'  'gaza mutual aid'  'my words'  'donations'],magnus-rhymes-with-swagness,HELP SAFAA AND HER FAMILY! Hey everyone! The fundraiser I’d like to spotlight right now is Safaa’s! She and her husband (@safaabed8 and @abedalazeiz) are a young couple who are trying to evacuate Gaza with their 2 children. Like so many others they are displaced and living in a tent where they are struggling immensely to find basic essentials.  Additionally their accounts keep getting shadowbanned or unfairly terminated making it even harder for them to reach out for help so it’s important that you go follow them!  It’s also important to donate to them! They’re quite low on donations and every bit counts.   Verified by 90-ghost | €5165 of €50000 goal,2024-07-11 13:50:46 GMT
23,Palestine,['free palestine'  'free gaza'  'don’t stop talking about palestine'  'free congo'  'free sudan'  'free yemen'  'free haiti'  'fuck colonizers'],ganjjjababy,just remember…   free Palestine 🕊️⛓️‍💥🇦🇪  free Sudan 🕊️⛓️‍💥🇸🇩  free Congo 🕊️⛓️‍💥🇨🇩  free Haiti 🕊️⛓️‍💥 🇭🇹   free Yemen 🕊️⛓️‍💥🇾🇪   free all occupied—exploited—stolen lands.  🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽🖕🏽,2024-07-11 14:55:44 GMT
2,Palestine,['stickers'  'making stickers'  'free palestine'  'from the river to the sea palestine will be free'  'from the river to the sea'],samspicturesandwords,I’m making more stickers to put up around town.,2024-07-11 14:52:38 GMT
22,Palestine,['free palestine'  'free gaza'  'i stand with palestine'  'gaza'  'gazaunderattack'  'palestinian genocide'  'gaza genocide'  'end the occupation'  'israel is an illegal occupier'  'israel is committing genocide'  'israel is committing war crimes'  'israel is a terrorist state'  'israel is a war criminal'  'israel is an apartheid state'  'israel is evil'  'israeli war crimes'  'israeli terrorism'  'iof terrorism'  'israel kills babies'  'israel kills children'  'israel kills innocents'  'israel is a murder state'  'israeli terrorists'  'israeli war criminals'  'boycott israel'  'israel kills journalists'  'israel kills kids'  'israel murders innocents'  'israel murders children'],good-old-gossip,Israel massacres CHILDREN in Gaza!!!!,2024-07-11 14:51:59 GMT
0,Palestine,['youtube'  'india'  'hyderabad'  'kabirisgod'],12hardninjapolice,भगवदगीतानुसार श्रेष्ठ आत्मा (परमात्मा) कौन है? | Sant Rampal Ji Satsang …,2024-07-11 15:49:18 GMT
0,Palestine,['free gaza'  'share'  'urgent'  'reblog'  'free palestine'  'please share'  'donate'  'reblog to boost'  'gofundme'],avalon99,Donate or Share ‼️,2024-07-11 15:46:50 GMT
20,Palestine,['im sick of this i am'  'free gaza'  'free palestine'  'israel'],yonemurishiroku,God please take all of my misery and transfer it to israel,2024-07-11 17:58:53 GMT
10,Palestine,['free palestine'  'gaza'  'free gaza'  'gaza strip'  'israel is a terrorist state'  'israel'  'current events'  'genocide'  'important'  'youtube'],wingedalpacacupcake,Palestinian girl takes care of sibling after mother was killed,2024-07-11 17:57:26 GMT
1,Palestine,['israel'  'gaza'  'humanity'  'current events'  'healthcare'],a-person-on-earth,Dr. Omar Suleiman on X: “Almost 200k possibly dead and counting. Imagine being a cancer patient dialysis patient expecting mother etc. in Gaza. https://t.co/oVXhMHsNXR” / XALTView on Twitter,2024-07-11 17:48:29 GMT
2,Palestine,['israel'  'gaza'  'humanity'  'current events'  'children'  'school'],a-person-on-earth,Dr. Omar Suleiman on X: “Israel bombed her school. What do you think is on her mind right now? What kind of a heartless piece of trash do you have to be to justify what is happening to her and thousands of Palestinian children every single day? https://t.co/ARByiJ2r2e” / XALTView on Twitter,2024-07-11 17:47:46 GMT
2,Palestine,['israel'  'gaza'  'humanity'  'current events'  'west bank'  'ramallah'  'olive trees'],a-person-on-earth,Abier on X: “Nothing says indigenous like killing livestock burning down ancient centuries old olive tree groves &amp;amp; burning villages to build your illegal outposts and settlements. Israeli illegal settler burning olive groves and houses in Turmusayya Ramallah https://t.co/3ATNTYhBDd” / XALTView on Twitter,2024-07-11 17:47:12 GMT
23,Palestine,['free gaza'  'free palestine'  'gaza'  'gaza genocide'  'all eyes on rafah'  'donations'  'gaza strip'  'gofundme'  '<<<prev tags'],keisukes-number1,https://www.tumblr.com/kyra45/755301315775725568/hi-theres-this-person-named-lovelytoogladiator?source=share        https://www.tumblr.com/neptunerings/755376562526896128/my-family-is-still-staying-in-half-of-the-church?source=share     Hello everyone please delete that last post from lovelytoogladiator as I was told that they are a scammer impersonating as a citizen in gaza. If you haven’t already please delete that post to stop the spread of misinformation,2024-07-11 17:42:10 GMT
7,Palestine,['فلسطين'  'lebanon'  'free palestine'  'free gaza'  'عرب تمبلر'  'free usa'  'free humanity'  'free the world'  'كربلاء'],amin13864,السنا على الحق إذا لا نبالي إن وقعنا على الموت أو وقع الموت علينا 🙏,2024-07-11 18:58:18 GMT
20411,Palestine,['gaza'  'free palestine'],soon-palestine,ALTView on Twitter,2024-07-11 18:49:38 GMT
1,Palestine,['gofundme'  'please donate'  'free gaza'],inkshroomish,Donate to Save Mohammad family and children to escape from the Gaza organized by Mohammed Almanasra,2024-07-11 18:48:08 GMT
1,Palestine,['free palestine'  'gaza'  'free gaza'  'current events'  'fundraiser'  'art for sale'  'art for others'  'art fundraiser'  'mohammad'  'go fund me'  'rafah crossing'  'verified go fund me'  'dm me for details'  'pls reblog'  'reblog'  'please boost'  'please donate'  'signal boost'],igottatho,Today might be a good day to donate to a Go Fund Me! i went through the (semi-arduous) task of verifying everything for our campaign this week and we’ve only had 4 donations! If you can find it in your heart please donate a few dollars to Mohammad Ahmed Abu Alwan who live in a tent in Rafah. If you’re unable to donate please share you never know who may see and be able to make a difference!,2024-07-11 18:46:36 GMT
3,Palestine,['manchester pride'  'pro palestine'  'free palestine'  'gaza'  'share'  'share this'  'queers for palestine'  'queer'  'lgbt against genocide'  'lgbtq are pro palestine'  'manchester palestine'  'manchester stands with palestine'  'boycott manchester pride'  'boycott'  'bds movement'  'ceasefire'  'manchester pride alternative'  'pride'  '🇵🇸'  '🏳️\u200d🌈'],pilloclock,DEAR MANCHESTER PRO PALESTINIAN PEOPLE WHO WANNA GO PRIDE! 👋🏻🇵🇸🏳️‍🌈❤️  Please read this and look for alternative prides to the Manchester pride   I’m gonna be going to ⬇️  queerrootscollective | Instagram Facebook | Linktree     Also SIGN the OPEN LETTER calling on Manchester pride to drop all existing sponsors who are on the boycott list   Manchester Pride Must Drop Genocide Profiteers!,2024-07-11 19:56:25 GMT
1,Palestine,['gaza'  'world news'  'news'  'love'  'life'  'people of the world'  'instagram'],manalkn,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by IMEU (@theimeu),2024-07-11 19:51:46 GMT
0,Palestine,['this is about gaza'  'free palestine'  'no culture deserves to be wiped out'  'even if they hate me'],gremlinghost,I think this may be a crazy concept for people to grasp but just because people have different beliefs and opinions than me does not mean I think they deserve to die.,2024-07-11 20:55:10 GMT
3,Palestine,['free palestine'  'gaza'  'save palestine'  'genocide'  'ethnic cleansing'  'human rights'  'instagram'],no-bitch-i-cant,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Khaled Beydoun (@khaledbeydoun),2024-07-11 20:52:46 GMT
0,Palestine,['free palestine'  'gaza'  'save palestine'  'genocide'  'ethnic cleansing'  'human rights'  'freedom for palestine'  'instagram'],no-bitch-i-cant,body &gt; iframe { min-width: auto !important }        View this post on Instagram            A post shared by Rābet #StopTheGenocide (@rabetbypipd),2024-07-11 20:52:09 GMT
5,Palestine,['فلسطين'  'lebanon'  'free palestine'  'free gaza'  'عرب تمبلر'  'free usa'  'free humanity'  'free the world'],amin13864,اليوم نحن نحيي ذكرى كربلاء ونحن في كربلاء ، انظروا ماذا يحدث في غزة,2024-07-11 20:49:56 GMT
24,Palestine,['al aqsa storm'  'alaqsastorm'  'free palestine'  'freepalastine🇵🇸'  'videos'  'video'  'gazaunderattack'  'gaza strip'  'gaza genocide'  'free gaza'  'gaza'  'rafah under attack'  'save rafah'  'free rafah'  'all eyes on rafah'  'rafah'  'ausgov'  'politas'  'auspol'  'tasgov'  'taspol'  'australia'  'fuck neoliberals'  'neoliberal capitalism'  'anthony albanese'  'albanese government'  'israel is committing genocide'  'palestinian genocide'  'stop the genocide'],nando161mando,👉 Watch how Palestinian resistance fighters bravely targeted and attacked invading Israeli soldiers and their military vehicles in Al-Shuja’iya neighborhood in Gaza City,2024-07-11 20:49:12 GMT
1,Palestine,['ceasefire now'  'gaza'  'operation olive branch'  'gofundme'  'rafah'  'free palestine'],whitegownsandflowercrowns,Donate to Help my family to escape GAZA organized by Sondos Alhatoum  This fundraiser has been verified by Operation Olive Branch.,2024-07-11 21:58:24 GMT
1,Palestine,['submission'  'free palestine'  'free gaza'  'gaza'  'gaza strip'  'gaza genocide'  'rafah'  'donations'  'all eyes on rafah'  'donate if you can'  'star wars'  'i love them'  'poetry'  'handmade jewelry'  'naruto'  'alex keller'  'australia'  'animals'  'anime'  'news'  'zendaya'  'good omens'  'france'  'artists on tumblr'  'donate'  'diy'  'children'  'cat'  'comics'],phoenix-awan,https://www.tumblr.com/karamrafeek/754196219096694784/help-karam-al-nabih-and-his-family-rebuild-their?source=share  Hello I hope you and your family are well. Can you please help me recycle the post on my account? 🌺 And help rescue my family from the war in Gaza? 🙏🙏 Repoooost &amp; donate please after read my story that’s urgent! 🇵🇸🍉 https://gofund.me/7c433301  Vatted by @nabulsi @90-ghost      This is from @karamrafeek   Please share and donate to help him and his family during these tough times 🙏🏽🙏🏽🙏🏽,2024-07-11 21:57:31 GMT
3,Palestine,['free gaza'  'gaza'  'free palestine'  'from the river to the sea palestine will be free'  'gaza genocide'  'do not stop talking about palestine'  'فلسطين'  "don't stop talking about palestine"  'donate if you can'],freewatermelon0,TikTok - Make Your Day,2024-07-11 21:56:34 GMT
0,Palestine,['free gaza'  'gaza'  'free palestine'],nezuhatsu,Please help Hadeel’s family escape Gaza  if you cannot donate like myself then please share the link wherever possible .   Donate to Urgent Relief for Hadeel’s Displaced Family organized by JENNIFER ORTIZ,2024-07-11 21:52:42 GMT
2,Palestine,['free gaza'  'gaza'  'free palestine'  'gaza genocide'  'from the river to the sea palestine will be free'  'do not stop talking about palestine'  'فلسطين'  "don't stop talking about palestine"  'donate if you can'],freewatermelon0,TikTok - Make Your Day,2024-07-11 21:51:33 GMT
719,Palestine,['free palestine'  'israel'  'us politics'  'fundraiser'  'mutual aid'  'lol in a brain fart moment i earlier tagged one of these mutual fund'  'omar hamad'],booasaur,With no judgment or rancor I’m asking people who haven’t yet boosted any fundraisers for Gaza to please think about reblogging some. Especially when people have already gone ahead and vetted them.  News cycles are focused elsewhere and attention is turned away at the moment but the needs have only risen.  Famine has now been declared across the strip.   ALTView on Twitter  Almost nothing has been getting in for months.  ALTView on Twitter  ALTView on Twitter  The reason I’m asking people who haven’t yet participated is because we’re just normal people here even with regular salaries there’s only so much we can donate. Bringing new people into the fold is necessary as others are tapped out.  Omar whose tweets above I quoted this is his gofundme:  Donate to Help my family evacuate from Gaza. organized by Mohammed Qasem  Ah another reason I wanted to add to keep donating: a lot of these fundraisers were created for evacuation but the crossing is still closed. In the meantime people with no jobs or homes need to continue buying very difficult to find price-gouged food and supplies. They’re basically been living through an isolated dystopia forced on them by others. That’s why you’ll see fundraising goals raising.   Finally: I know another reason that makes it difficult to spread fundraisers is that you don’t know which to pick. It’s tough to feel like you’re the arbiter of who gets help and sadly who doesn’t. Gazafunds has made that easy for you. They have a list of vetted fundraisers and every time you visit the page you’ll get a different one. So you can just donate to the one you visited and be confident that they’re all being evenly rotated:  Gaza Funds Spotlight Campaign,2024-07-11 21:51:14 GMT
86,Palestine,['i’m starting to run out of money and tons of people still need tons of help. tis scary'  'my words'  'free palestine'  'gaza'  'free gaza'  'rafah'  'free rafah'  'from the river to the sea palestine will be free'  'save rafah'  'all eyes on rafah'  'save gaza'  'save palestine'  'gaza fundraiser'  'gaza aid'  'palestine fundraiser'  'palestine aid'],magnus-rhymes-with-swagness,can the billionaires PLEASE fund some campaigns. like ​i’m donating as much as i can spare but even if i donated every single cent i own it wouldn’t get the vast majority of campaigns to their goals. however if any billionaire shelled out a tiny fraction of their wealth they could easily save lots of lives. and yet they don’t!  donate to wafaa’s family who is trying to evacuate  donate to aseel who is also trying to evacuate  tags for reach: @jupiterisonline @perfectlyperiwinkle @pinetreesdoodles,2024-07-11 22:59:52 GMT
51,Palestine,['gaza'  'war criminals'  'free gaza'  'unicef'  'amnesty international'  'free palestine'  'art'  'artists on tumblr'  'stars'  'unsc'  'human rights'  'stop the genocide'  'stop the massacre'  'ceasefire now'  'cease fire in gaza'  'international criminal court'  'international  court  of justice'  'the united nations'  'the office of prosecutor'  'save the children'  'save children'  'astronomy'  'free people'  'no pride in genocide'  'un security council'  'un secretary general'  'naturecore'  'graphic design'  'donald trump'],historyforfuture,Just a baby🚨🩸  No place is safe   zionists are liers as they always were and deceiving the whole world .  All bombs nd weapons of zionists were and are directed to civillians and children it is not a war its an ethnic cleansing .,2024-07-11 22:49:40 GMT
2,Palestine,['boycott microsoft'],mosscaller,Please Boycott Microsoft.     ALTView on Twitter,2024-07-11 23:58:29 GMT
1212,Palestine,['gaza'  'boosting'  'donations'],riding-with-the-wild-hunt,vetted fundraisers from today. i know you’re probably seeing a lot of posts like this but please continue to engage and support these families in whatever way you’re able. their situations get worse each day.  july 11th:  Ameina Albaba her husband and their four children one a newborn and one needing treatment for a gland disorder ($19492/$100000) - @ameinababa verified by @/ibtisams The Ayyad family of eight four of whom are children ($23785/$35000) - @aymanayyad1 @raghadayyad81 #144 on @/el-shab-hussein and @/nabulsi’s spreadsheet Reuniting Youssef Helles with his wife and five children after five years of separation (€4763/€23000) - @4-zien-yousef #206 on @/nabulsi and @/el-shab-hussein’s spreadsheet Student Bilal Abed Rabou and his family (€985/€80000) - @bilalassadabedrabou verified by @/90-ghost Safaa Abd her husband and their two little children (€5439/€50000) - @safaabed8 @abedalazeiz verified by @/90-ghost Aseel Asaad and her family of ten including her sick parents (kr7459 SEK/kr200000 SEK) - @aseelooooo verified by @/90-ghost Aya Alanqar her husband Jihad and their three little children (€1756/€35000) - @ayaanqersblog verified by @/90-ghost Israa Al Azaiza and her family including several children and her father who needs treatment for a heart condition ($2431 CAD/$48000 CAD) - @isra-elazaiza #236 on @/el-shab-hussein and @/nabulsi’s spreadsheet Omar Sobhi and his family (they lost their previous fundraiser and have had to start over from scratch) ($150/$60000) - @omargazablog verified by @/nabulsi Wafaa Alnhal’s family of 15 including four children and a newborn (they’ve already lost multiple family members including Wafaa’s young niece) (€30171/€50000) - @wafs-posts #171 on @/nabulsi and @/el-shab-hussein’s spreadsheet Evacuating Firas Muhaisen’s family of six (including three children) and continuing he and his sister’s education ($2820 CAD/$82000 CAD) - @firasmuhaisenn @nisreenameen @hashem-fromgaza verified by @/90-ghost Maram Ashour her husband and their two little children (£50/£25000) - @maramashoursworld @maramashour @ashourmohammed verified by @/90-ghost Suad Ahmad her husband and their newborn son and two other family members ($14958/$28000) - @suad-ahmad verified by @/nabulsi Amal Ashour her husband and their one-year-old daughter (€10465/€30000) - @amalashuor @moatasim20101010 #175 on @/el-shab-hussein and @/nabulsi’s spreadsheet Mohammed Al Manasra (he’s already lost many family members) his wife and their three little children (Mohammed also needs urgent treatment for chronic respiratory illness and a foot injury) (€20270/€40000) - @save-mohamed-family #192 on @/nabulsi and @/el-shab-hussein’s spreadsheet Muhammad Al-Habil his wife their three young children and Muhammad’s chronically ill parents (€9302/€50000) - @alhabil @aya2mohammed verified by @/el-shab-hussein Helping Siraj Abudayeh his wife and their three young children rebuild their destroyed home ($5187 CAD/$82000 CAD) - @siraj2024 #219 on @/el-shab-hussein and @/nabulsi’s spreadsheet not yet vetted:  Widow Hadeel Abu Jiab and her family of 13 including three little children (one an orphan and one needing treatment for vision problems) and two injured members who need care (€2265/€20000) - @palestinianhadeel Eman Zaqout her husband Mahmoud and their two children (Eman was awarded a prestigious science fellowship and needs to go abroad to participate) - @emanzaqout Wafaa Resh and her large family including her chronically ill mother and several children (€30/€100000) - @wafaaresh The Ayyad family of seven five of whom are children (€11098/€35000) - @m430235341 @mohammad1980ayyad your help can make such a big difference even if it doesn’t feel that way to you. every post share donation and kind message is hope made manifest,2024-07-11 23:47:15 GMT
32,Palestine,['free palestine'  'gaza'  'rafah'  'all eyes on rafah'  'sudan'  'eyes on sudan'  'sudan crisis'  'free sudan'  'darfur'  'el fasher'  'democratic republic of the congo'  'drc'  'dr congo'  'congo is bleeding'  'free congo'  'goma'  'm23 rebels'  'uganda'  'hurricane beryl'  'lgbtq+'  'mutual aid'],ana-bananya,Boosting some fundraisers   ‼️ indicates that a fundraiser has experienced a decrease in donations or has been without donations for some time   Save Wafa’s family (€30/€100000 - VERY low on funds)  Help Mohammed Al-Seifi’s family survive ($2010/$5000)  Mohammed Alzaanin’s family (€96131/€118000) ‼️  Help Shurki and his family evacuate ($1550/$20000) ‼️  Help Shahed and her family afford treatment in Egypt. (€80441/€115000)   Help Majd Omar evacuate‼️(€10717/€47000 - VERY low on funds)  Help Mujtaba’s Family Escape the war in Sudan ($5017/$18527 - VERY low on funds)  Help Mehad’s Family Fly to Hope ($2113/$5000 - VERY low on funds)  Medical and sanitary supplies to support women &amp; children in Congo Nigeria and Sudan ($410 CAD/$3000 CAD - VERY low on funds) ‼️  Help Sudanese Families escape from war (€5559/€50000 - VERY low on funds)  Help ThomaSerena recover from war (€1784/€5000 - VERY lowonfunds) ‼️   Support displaced civilians in Goma  ($8078/$20000 - VERY low on funds) ‼️  Goma Upendo ($13814 CAD/$50000 CAD - VERY low on funds)  Goma Actif  (€53037/€75000)  Donations for displaced women in eastern DRC organized by the Congolicious Foundation (€11591/€50000 VERY low on funds) ‼️  Help Children To Orphanages &amp; Provide Aide to Goma benefiting Kanyaruchinya refugee camp ($14082/$20000) ‼️  Hurricane beryl relief   Levin House foundation (gfm: £4091/£35000 - VERY low on funds)  Stand with Jordan: Transgender Refugee’s Battle ($10/$700 - VERY low on funds) ‼️   You can find more places to donate in my pinned post,2024-07-11 23:39:52 GMT
2535,Palestine,['free palestine'  'free gaza'  'rafah'  'gaza'  'free skatrs'  'donations'  'art'  'gaza strip'  'palestinian genocide'],skatehani,ello I’m Hani from Gaza and I’m 23 years old. I’ve been living in Belgium for a year and I’m an inline skater. I’m collecting donations to get my family out to safety from northern Gaza to Egypt because I can’t afford the large amount of money needed. I’m here in Belgium in the process of rebuilding my life and achieving my dreams. After losing my house and its destruction on October 13th my family became displaced in tents and on September 15th I lost my father due to the attack on Al-Shifa Hospital. My father was suffering from kidney failure and passed away due to lack of treatment. He was the breadwinner of my family. Now I am responsible for my family which consists of 10 members including 3 minors and my 18-year-old brother. The rest are my sisters including two toddlers one is 3 years old and the other is 2 years old. My siblings were university students and had dreams too but because of the war they lost everything; they lost the university our home and our father. They aspire to continue their studies at the university but the war destroyed everything. I’m now trying to get them out of Gaza to Egypt to rebuild their shattered lives. To do that they need to be evacuated and they need to pay for the coordination into Egypt. Due to war time prices they’re asking for 5000 euros per person to get them out of Gaza because northern Gaza has been completely wiped out with insufficient food and people scattered among the rubble of homes under heavy bombardment. I hope you can help me through your donations or by sharing the story with friends. Thank you so much with lots of love.  70.438€/80.000  Pay Hani Alhajjar using PayPal.Me,2024-07-12 00:58:44 GMT
3,Palestine,['submission'  'free palestine'  'gaza'  'free gaza'  'gofundme'  'vetted fundraisers'  'boost'],bear-cubs-art-things,https://www.tumblr.com/karamrafeek/754196219096694784/help-karam-al-nabih-and-his-family-rebuild-their?source=share  Hello I hope you and your family are well. Can you please help me recycle the post on my account? 🌺 And help rescue my family from the war in Gaza? 🙏🙏 Repoooost &amp; donate please after read my story that’s urgent! 🇵🇸🍉 https://gofund.me/7c433301  Vatted by @90-ghost @nabulsi   ————-  Please donate and share! - 🧸,2024-07-12 00:43:56 GMT
0,Palestine,['free palestine'  'free gaza'  'gaza gfm'  'gaza fundraiser'  'fundraisers'  'donations'],redmapleleavesonwhitesnow,PLEASE HELP THIS CAMPAIGN CROSS THE FINISH LINE!!! Bilal ( @bilal-salah0 ) is currently in Germany and is trying to arrange for his family to escape Gaza. They are a family of 18 with 8 children under the age of 16.   This is an unimaginable burden for a 22 year old man to face but he describes the troubles he has to deal with as nothing compared to the Israeli aggression his family must face in Rafah.  His older sisters and brothers all have very young children some of them newborns. Due to the horrible conditions in Gaza they have not been able to provide basic necessities to their babies. The threats of disease and malnutrition loom ever-present.  As of July 11th 8:47pm Central Time Bilal has raised €54253 of his €70000 goal This campaign is SO close to being fully funded!!!Donate to Help Evacuate My Family from Gaza to Safety organized by Bilal salah  Please don’t stop donating reblogging and sharing! Help Bilal to one day reunite with his beloved family!,2024-07-12 01:59:18 GMT
5,Palestine,['fundrasier'  'gofundme'  'gaza'  'free palestine'  'free gaza'  'gaza genocide'  'gazaunderattack'  'fuck israel'],ferretwithahat,Hey I’m currently helping out with a fundraiser with the TAMU branch of the Young Democratic Socialists of America to get enough funds to get a family out of Gaza and safely into Egypt! We’ve currently got more than half of the money we need for the fundraiser and plan on doing more stuff IRL in the future to reach our goal but until then anything can help. If you don’t have anything to help no big deal we didn’t choose to live in this capitalistic hellscape https://www.gofundme.com/f/help-evacuate-khaleds-family-out-of-gaza-war,2024-07-12 01:48:58 GMT
9,Palestine,['free palestine'  'gaza'],heydreamchild,Another family from Gaza needs your help!!  Let’s help Aya be reunited with her 2 children who are currently in Gaza and need to evacuate to a safer place.  Please see the video below from Artistic Antics LLC to hear their story and don’t forget to donate share and interact with the video. Every little bit counts!!  Donate to Help a single mom from Gaza reunite with her kids organised by Iman Khalaf,2024-07-12 01:47:48 GMT
0,Palestine,['free gaza'  'share'  'urgent'  'reblog'  'free palestine'  'please share'  'donate'  'reblog to boost'  'gofundme'],avalon99,Donate or Share ‼️Donate to Urgent Appeal: Help Abeer’s Family Evacuate Gaza organized by Abeer Al-kharroubi,2024-07-12 01:42:10 GMT
4,Palestine,['israel'  'israel is a terrorist state'  'israhell'],loathsome-little-creature,I have little doubt that these “prisons” Israel keeps bringing random Palestinians to are more analogous to death camps in reality. Look at the few people who have come out alive they’ve been clearly tortured. That on top of the open calls for mass execution paint a very clear picture that we’ve all seen before. When these “prisons” are liberated there’s no doubt in my mind about what we will see.  “Never again the victims” indeed.,2024-07-12 01:39:02 GMT
